Id,Cod_pb,E_t,S_t_c_v_kgs,Rec_kgs,G_ti_kgs,Merm_kgs,Dif_pb_stc_kgs,Criterio
490,DCP,1,14.635,0,0.75,0.31,0.055,MA
491,DCP,1,12.195,0,0.5,0.245,0.025,BA
492,DCP,1,12.375,0,0.57,0.16,0.02,BA
493,DCP,1,8.705,0,0.365,0.12,0.02,BA
494,DCP,1,11.63,0,0.495,0.14,0.005,BA
495,DCP,1,6.05,0,0,0.055,0.02,BA
496,DCP,1,5.775,0,0,0.085,0.025,BA
497,DCP,1,6.675,0,0,0.085,0.03,BA
498,DCP,1,10.035,0,0.35,0.275,0.03,BA
499,DCP,1,8.425,0,0.3,0.13,0.005,BA
500,DCP,1,11.495,0,0.375,0.175,0.015,BA
501,DCP,1,9.67,0,0.25,0.235,0.02,BA
502,DCP,1,7.46,0,0.37,0.115,0.02,BA
503,DCP,1,8.125,0,0.595,0.095,0,MA
504,DCP,1,6.975,0,0.4,0.085,0.005,MA
505,DCP,1,8.215,0,0.34,0.14,0.005,BA
506,DCP,1,10.975,0,0.58,0.095,0.035,BA
507,DCP,1,6.45,0,0,0.08,0.05,BA
508,DCP,1,8.235,0,0,0.095,0.025,BA
509,DCP,1,7.43,0,0,0.17,0.05,BA
510,DCP,1,8.28,0,0,0.17,0.01,BA
511,DCP,1,9.08,0,0,0.065,0.05,BA
512,DCP,1,6.02,0,0,0.065,0.02,BA
513,DCP,1,5.415,0,0,0.055,0.025,BA
514,DCP,1,7.36,0,0,0.06,0.02,BA
515,DCP,1,8.745,0,0.595,0.115,0.02,MA
516,DCP,1,9.015,0,0.415,0.05,0,BA
517,DCP,1,5.94,0,0.065,0.405,0.065,MA
518,DCP,1,11.315,0,0.48,0.115,0.005,BA
519,DCP,1,8.98,0,0.41,0.12,0.015,BA
520,DCP,1,11.06,0,0.435,0.1,0.025,BA
521,DCP,1,12.225,0,0.635,0.14,0.015,BA
522,DCP,1,11.28,0,0.27,0.145,0.02,BA
523,DCP,1,6.845,0,0.81,0.135,0.02,MA
524,DCP,1,8.77,0,0.47,0.135,0.03,BA
525,DCP,1,10.105,0,2.24,0.185,0.03,MA
526,DCP,1,11.7,0,1.13,0.135,0,MA
527,DCP,1,6.55,0,0.32,0.33,0.05,MA
528,DCP,1,8.205,0,0.57,0.115,0,MA
529,DCP,1,9.88,0,0.33,0.13,0,BA
530,DCP,1,6.095,0,0,0.1,0.02,BA
531,DCP,1,5.97,0,0,0.135,0.02,BA
532,DCP,1,6.04,0,0,0.13,0.01,BA
533,DCP,1,6.375,0,0,0.14,0.03,BA
534,DCP,1,9.075,0,0,0.125,0.015,BA
535,DCP,1,18.95,0,0.53,0.895,0.175,MA
536,DCP,1,6.545,0,0,0.06,0.015,BA
537,DCP,1,5.31,0,0,0.1,0.02,BA
538,DCP,1,5.675,0,0,0.075,0.015,BA
539,DCP,1,6.105,0,0,0.095,0.03,BA
540,DCP,1,6.99,0,0,0.065,0,BA
541,DCP,1,5.355,0,0,0.09,0.015,BA
542,DCP,1,6.335,0,0,0.06,0.015,BA
543,DCP,1,6.58,0,0,0.095,0.015,BA
544,DCP,1,6.125,0,0,0.055,0.015,BA
545,DCP,1,6.83,0,0,0.095,0.035,BA
546,DCP,1,6.25,0,0,0.1,0.035,BA
547,DCP,1,5.04,0,0,0.06,0.015,BA
548,DCP,1,10.785,0,0.65,0.125,0.025,MA
549,DCP,1,8.385,0,0.285,0.18,0.03,BA
550,DCP,1,7.845,0,0.38,0.18,0.01,BA
551,DCP,1,8.7,0,0,0.08,0.025,BA
552,DCP,1,6.23,0,0,0.08,0.01,BA
553,DCP,1,9.555,0,0.375,0.08,0.005,BA
554,DCP,1,9.85,0,0.575,0.1,0.025,MA
555,DCP,1,8.205,0,0.08,0.135,0.005,BA
556,DCP,1,11.45,0,0,0.115,0.015,BA
557,DCP,1,7.015,0,0,0.125,0.01,BA
558,DCP,1,6.805,0,0,0.19,0.035,BA
559,DCP,1,8.705,0,0,0.085,0.045,BA
560,DCP,1,8.6,0,0,0.13,0.045,BA
561,DCP,1,7.85,0,0.175,0.075,0.005,BA
562,DCP,1,7.82,0,0,0.14,0.05,BA
563,DCP,1,6.38,0,0.205,0.145,0.005,BA
564,DCP,1,6.495,0,0,0.135,0.01,BA
565,DCP,1,6.11,0,0,0.105,0.015,BA
566,DCP,1,7.72,0,0,0.075,0.035,BA
567,DCP,1,7.96,0,0,0.14,0.005,BA
568,DCP,1,6.7,0,0,0.19,0.025,BA
569,DCP,1,7.05,0,0.32,0.17,0,BA
570,DCP,3,7.335,0,0.125,0.14,0.015,BA
571,DCP,1,6.04,0,0,0.13,0.02,BA
572,DCP,1,6.24,0,0,0.14,0.01,BA
573,DCP,1,7.75,0,0.06,0.18,0.02,BA
574,DCP,1,6.4,0,0.05,0.1,0.065,BA
575,DCP,1,6.325,0,0,0.13,0.03,BA
576,DCP,1,6.95,0,0,0.21,0.01,BA
577,DCP,1,6.31,0,0,0.04,0.045,BA
578,DCP,1,7.91,0,0,0.09,0.045,BA
579,DCP,1,8.865,0,0,0.085,0.055,BA
580,DCP,1,7.395,0,0,0.125,0.12,BA
581,DCP,1,6.31,0,0,0.05,0.015,BA
582,DCP,1,6.81,0,0,0.065,0.04,BA
583,DCP,1,5.955,0,0,0.06,0.015,BA
584,DCP,1,7.7,0,0.09,0.055,0.02,BA
585,DCP,1,6.755,0,0.075,0.07,0,BA
586,DCP,1,6.545,0,0.135,0.085,0.015,BA
587,DCP,1,6.71,0,0.195,0.06,0.01,BA
588,DCP,1,6.93,0,0,0.09,0.015,BA
589,DCP,1,7.03,0,0,0.21,0.035,BA
590,DCP,1,6.46,0,0.31,0.105,0.01,BA
591,DCP,1,7,0,0.07,0.205,0.025,BA
592,DCP,1,7.495,0,0,0.21,0.035,BA
593,DCP,3,10.22,0,0.15,0.34,0.13,MA
594,DCP,3,5.625,0,0.395,0.095,0.025,MA
595,DCP,3,7.91,0,0.46,0.13,0.04,MA
596,DCP,3,5.425,0,0,0.155,0.035,BA
597,DCP,3,6.255,0,0.66,0.185,0.005,MA
598,DCP,1,6.665,0,0.185,0.6,0.015,MA
599,DCP,1,9.555,0,0.35,0.115,0.04,BA
600,DCP,1,7.67,0,0,0.24,0.045,BA
601,DCP,1,8.7,0,0.08,0.25,0.095,BA
602,DCP,3,8.3,0,0.23,0.085,0.02,BA
603,DCP,3,8.435,0,0.38,0.075,0.01,BA
604,DCP,3,8.165,0,0.095,0.055,0.025,BA
605,DCP,3,4.9,0,0.095,0.2,0.035,MA
606,DCP,3,6.28,0,0.225,0.14,0.09,BA
607,DCP,3,6.2,0,0.35,0.09,0,MA
608,DCP,3,6.245,0,0.26,0.45,0.085,MA
609,DCP,1,8.095,0,0.22,0.135,0.02,BA
610,DCP,1,7.425,0,0,0.145,0.08,BA
611,DCP,1,8.01,0,0.26,0.105,0.025,BA
612,DCP,1,5.835,0,0.225,0.12,0.02,BA
613,DCP,1,5.4,0,0,0.75,0.02,MA
614,DCP,1,7.3,0,0.125,0.225,0.02,BA
615,DCP,1,8.745,0,0,0.35,0.075,MA
616,DCP,3,6.28,0,0.14,0.225,0.09,MA
617,DCP,3,6.2,0,0.35,0.09,0,MA
618,DCP,3,6.7,0,0,0.27,0.07,MA
619,DCP,3,7.3,0,0.31,0.385,0.015,MA
620,DCP,3,7.885,0,0.255,0.155,0.08,BA
621,DCP,3,7.885,0,0.255,0.155,0.08,BA
622,DCP,1,6.7,0,0.12,0.1,0.165,BA
623,DCP,1,9.55,0,0,0.065,0.04,BA
624,DCP,1,10.4,0,0.36,0.07,0.075,BA
625,DCP,1,9.97,0,0,0.105,0.035,BA
626,DCP,1,7.925,0,0,0.615,0.06,MA
627,DCP,1,6.86,0,0,0.47,0.045,MA
628,DCP,1,8.675,0,0,0.76,0.055,MA
629,DCP,1,6.86,0,0,0.135,0.025,BA
630,DCP,1,7.67,0,0,0.24,0.11,MA
631,DCP,1,7.805,0,0.305,0.37,0.04,MA
632,DCP,1,5.145,0,0.28,0.365,0.05,MA
633,DCP,1,10.155,0,0.19,0.17,0,BA
634,DCP,1,7.52,0,0.325,0.125,0.09,BA
635,DCP,1,7.7,0,0,0.155,0.025,BA
636,DCP,1,9.585,0,0,0.21,0.04,BA
637,DCP,1,8.235,0,0.225,0.14,0.015,BA
638,DCP,1,8.9,0,0.375,0.115,0.025,BA
639,DCP,1,9.245,0,0.325,0.435,0,MA
640,DCP,1,6.65,0,0.235,0.175,0.02,BA
641,DCP,1,7.025,0,0.175,0.255,0.03,BA
642,DCP,1,8.145,0,0.2,0.39,0.02,MA
643,DCP,1,7.7,0,0.14,0.295,0.03,BA
644,DCP,1,9.785,0,0.125,0.41,0.04,MA
645,DCP,1,6.9,0,0,0.45,0,MA
646,DCP,1,7.59,0,0,0.055,0.015,BA
647,DCP,1,9.2,0,0,0.055,0.095,BA
648,DCP,1,8.035,0,0,0.055,0.005,BA
649,DCP,1,5,0,0.555,0.17,0.03,MA
650,DCP,1,4.54,0,0.625,0.22,0.04,MA
651,DCP,1,4.895,0,0.56,0.175,0.03,MA
652,DCP,1,3.895,0,0.74,0.25,0.015,MA
653,DCP,1,7.9,0,0.115,0.115,0.035,BA
654,DCP,1,6.77,0,0,0.14,0.06,BA
655,DCP,1,6.185,0,0,0.1,0.005,BA
656,DCP,1,6.4,0,0.465,0.125,0.05,MA
657,DCP,1,5.89,0,0.12,0.08,0,BA
658,DCP,1,5.615,0,0.11,0.085,0.085,BA
659,DCP,1,6.79,0,0,0.18,0.01,BA
660,DCP,1,7.5,0,0,0.18,0.015,BA
661,DCP,1,10.3,0,0.235,0.15,0.06,BA
662,DCP,1,11.12,0,0,0.15,0.065,BA
663,DCP,1,5.975,0,0,0.14,0.015,BA
664,DCP,1,4.96,0,0,0.145,0.02,BA
665,DCP,1,6.12,0,0,0.14,0.01,BA
666,DCP,1,6.125,0,0,0.12,0.03,BA
667,DCP,1,8.755,0,0,0.3,0.025,BA
668,DCP,1,8.7,0,0,0.21,0.04,BA
669,DCP,1,10.35,0,0.215,0.19,0.05,BA
670,DCP,1,8.01,0,0.135,0.36,0.02,MA
671,DCP,1,8.62,0,0,0.2,0.07,BA
672,DCP,1,5.895,0,0,0.375,0.03,MA
673,DCP,1,8.04,0,0.205,0.64,0.045,MA
674,DCP,1,11.39,0,0,0.715,0.145,MA
675,DCP,1,8.82,0,0,0.975,0.1,MA
676,DCP,1,8.85,0,0.11,0.71,0.03,MA
677,DCP,1,7.93,0,0,0.16,0,BA
678,DCP,1,8.91,0,0,0.13,0.08,BA
679,DCP,1,7.815,0,0,0.165,0.095,BA
680,DCP,1,6.48,0,0.215,0.175,0.02,BA
681,DCP,1,7.29,0,0.035,0.195,0.015,BA
682,DCP,1,7.065,0,0.18,0.095,0.015,BA
683,DCP,1,7.605,0,0,0.135,0.06,BA
684,DCP,1,6.4,0,0,0.19,0.02,BA
685,DCP,1,9.13,0,0.39,0.15,0.05,BA
686,DCP,1,6.83,0,0.1,0.19,0.01,BA
687,DCP,1,9.195,0,0.16,0.18,0.02,BA
688,DCP,1,9.645,0,0,0.365,0.065,MA
689,DCP,1,10.62,0,0,0.67,0.145,MA
690,DCP,1,8.6,0,0.17,0.49,0,MA
691,DCP,1,8.07,0,0,0.48,0.065,MA
692,DCP,1,6.7,0,0.19,0.085,0.075,BA
693,DCP,1,6.61,0,0,0.085,0.035,BA
694,DCP,1,6.8,0,0.195,0.05,0.065,BA
695,DCP,1,7.56,0,0,0.23,0.08,BA
696,DCP,1,7.7,0,0.18,0.315,0.095,MA
697,DCP,1,8.075,0,0,0.265,0.02,BA
698,DCP,1,7.255,0,0,0.205,0.04,BA
699,DCP,1,7.21,0,0,0.275,0.015,BA
700,DCP,1,7.2,0,0,0.11,0.06,BA
701,DCP,1,9.855,0,0.445,0.095,0.005,BA
702,DCP,1,10.38,0,0.425,0.235,0.025,BA
703,DCP,1,7.61,0,0,0.38,0.04,MA
704,DCP,1,10.27,0,0,0.35,0.04,BA
705,DCP,1,6.575,0,0,0.92,0.1,MA
706,DCP,1,10.7,0,0.31,1.185,0.06,MA
707,DCP,1,7.045,0,0.08,0.06,0.01,BA
708,DCP,1,5.73,0,0,0.1,0.05,BA
709,DCP,1,6.1,0,0,0.165,0.04,BA
710,DCP,1,5.96,0,0,0.08,0.055,BA
711,DCP,1,8.435,0,0.115,0.14,0.105,BA
712,DCP,1,8.5,0,0.14,0.04,0.07,BA
713,DCP,1,8.8,0,0,0.275,0,BA
714,DCP,1,10.1,0,0.27,0.98,0.07,MA
715,DCP,1,7.245,0,0.1,1.125,0.01,MA
716,DCP,1,10.375,0,0.39,1.685,0.105,MA
717,DCP,1,9.65,0,0,0.92,0.085,MA
718,DCP,1,8.04,0,0.495,0.065,0.005,MA
719,DCP,1,6.61,0,0.325,0.51,0.05,MA
720,DCP,1,7.565,0,0.215,0.37,0.03,MA
721,DCP,1,8.64,0,0.265,0.535,0.04,MA
722,DCP,1,9.125,0,0.295,0.41,0.045,MA
723,DCP,1,9.25,0,0.33,0.925,0.055,MA
724,DCP,1,7.275,0,0.255,0.785,0.035,MA
725,DCP,1,9.06,0,0,0.11,0.01,BA
726,DCP,1,8.145,0,0,0.175,0.01,BA
727,DCP,1,9.335,0,0,0.155,0.08,BA
728,DCP,1,6.805,0,0,0.075,0.005,BA
729,DCP,1,7.085,0,0,0.075,0.005,BA
730,DCP,1,8.395,0,0,0.07,0.07,BA
731,DCP,1,9.84,0,0,0.115,0.03,BA
732,DCP,1,8.48,0,0,0.355,0.06,MA
733,DCP,1,10.855,0,0,0.72,0.055,MA
734,DCP,1,7.055,0,0,0.065,0.005,BA
735,DCP,1,7.415,0,0,0.055,0,BA
736,DCP,1,9.78,0,0,0.09,0.01,BA
737,DCP,1,7.875,0,0,0.075,0.05,BA
738,DCP,1,9.435,0,0.8,0.1,0.01,MA
739,DCP,1,7.295,0,0,0.045,0.01,BA
740,DCP,1,7.59,0,0,0.055,0.015,BA
741,DCP,1,7.29,0,0,0.055,0.005,BA
742,DCP,1,8.035,0,0,0.055,0.005,BA
743,DCP,1,5,0,0.555,0.17,0.03,MA
744,DCP,1,4.54,0,0.625,0.22,0.04,MA
745,DCP,1,4.895,0,0.56,0.175,0.03,MA
746,DCP,1,4.7,0,0,0.25,0.04,MA
747,DCP,1,8.095,0,0.28,1.035,0.1,MA
748,DCP,1,9.3,0,0.225,0.835,0.065,MA
749,DCP,1,10.19,0,0.32,0.83,0.045,MA
750,DCP,1,11.67,0,0.33,1.065,0.08,MA
751,DCP,1,7.115,0,0.2,0.535,0.045,MA
752,DCP,1,7.305,0,0.2,0.49,0.04,MA
753,DCP,1,6.33,0,0,0.055,0.005,BA
754,DCP,1,6.2,0,0,0.045,0.025,BA
755,DCP,1,6.405,0,0,0.055,0.03,BA
756,DCP,1,7.405,0,0,0.085,0,BA
757,DCP,1,9.745,0,0.27,0.87,0.03,MA
758,DCP,1,8.62,0,0.14,0.9,0.05,MA
759,DCP,1,5.87,0,0,0.085,0.01,BA
760,DCP,1,6.11,0,0,0.045,0.03,BA
761,DCP,1,6,0,0,0.15,0.08,BA
762,DCP,1,5.2,0,0,0.16,0.07,MA
763,DCP,1,5.55,0,0,0.065,0.02,BA
764,DCP,1,6.27,0,0,0.075,0.015,BA
765,DCP,1,5.58,0,0,0.05,0.005,BA
766,DCP,1,7.215,0,0,0.075,0.01,BA
767,DCP,1,6.445,0,0,0.065,0.025,BA
768,DCP,1,5.9,0,0,0.075,0,BA
769,DCP,1,6.28,0,0,0.065,0.015,BA
770,DCP,1,7.25,0,0,0.5,0.04,MA
771,DCP,1,4.665,0,0.755,0.065,0,MA
772,DCP,1,7.015,0,0.155,0.535,0.045,MA
773,DCP,1,6.59,0,0,0.16,0,BA
774,DCP,1,6.2,0,0.68,0.12,0.055,MA
775,DCP,1,9.275,0,0,0.08,0.015,BA
776,DCP,1,8.205,0,0,0.265,0.035,BA
777,DCP,1,6.88,0,0.32,0.18,0.005,BA
778,DCP,1,7.01,0,0,0.135,0.005,BA
779,DCP,1,6,0,0.19,0.14,0.045,BA
780,DCP,1,7.07,0,0,0.175,0.02,BA
781,DCP,1,6.325,0,0,0.06,0.04,BA
782,DCP,1,9.2,0,0.305,0.44,0.015,MA
783,DCP,1,7.765,0,0,0.46,0.05,MA
784,DCP,1,9.92,0,0.11,0.5,0.065,MA
785,DCP,1,8.48,0,0.15,0.49,0.02,MA
786,DCP,1,6.54,0,0,0.075,0.015,BA
787,DCP,1,9.085,0,0,0.15,0.105,BA
788,DCP,1,5.705,0,0,0.09,0.035,BA
789,DCP,1,6.4,0,0,0.11,0.08,BA
790,DCP,1,7.43,0,0,0.575,0.05,MA
791,DCP,1,7.245,0,0,0.95,0.025,MA
792,DCP,1,10.64,0,0.165,0.63,0.04,MA
793,DCP,1,7.785,0,0,0.38,0.04,MA
794,DCP,1,7.49,0,0,0.1,0.015,BA
795,DCP,1,6.5,0,0,0.153,0.032,BA
796,DCP,1,7.615,0,0,0.175,0.015,BA
797,DCP,1,8.7,0,0.185,1.01,0.005,MA
798,DCP,1,6.815,0,0.085,0.13,0.015,BA
799,DCP,1,7.115,0,0.175,0.39,0.015,MA
800,DCP,1,9.73,0,0.305,0.435,0.05,MA
801,DCP,1,9.815,0,0.21,0.2,0.18,BA
802,DCP,1,8.609,0,0,0.365,0.056,MA
803,DCP,1,7.865,0,0,0.05,0.04,BA
804,DCP,1,5.52,0,0,0.09,0.043,BA
805,DCP,1,6.485,0,0,0.08,0.04,BA
806,DCP,1,6.22,0,0,0.06,0.025,BA
807,DCP,1,5.095,0,0,0.045,0.01,BA
808,DCP,1,6.52,0,0,0.08,0.04,BA
809,DCP,1,6.53,0,0,0.065,0.075,BA
810,DCP,1,7.235,0,0,0.07,0.01,BA
811,DCP,1,10.7,0,0.2,1.065,0.095,MA
812,DCP,1,10.21,0,0,0.645,0.1,MA
813,DCP,1,9.65,0,0.775,0.115,0.005,MA
814,DCP,1,8.39,0,0.205,0.965,0.065,MA
815,DCP,1,6.945,0,0,0.47,0.05,MA
816,DCP,1,8.735,0,0.425,0.525,0.055,MA
817,DCP,1,6.41,0,0.82,0.595,0.005,MA
818,DCP,1,7.29,0,0,1.3,0.055,MA
819,DCP,1,5.325,0,0,0.09,0.06,BA
820,DCP,1,5.875,0,0,0.17,0.055,BA
821,DCP,1,5.59,0,0,0.1,0.02,BA
822,DCP,1,6.73,0,0,0.12,0.01,BA
823,DCP,1,6.17,0,0,0.085,0.035,BA
824,DCP,1,5.77,0,0,0.12,0.02,BA
825,DCP,1,6.755,0,0,0.13,0.03,BA
826,DCP,1,6.905,0,0,0.1,0.02,BA
827,DCP,1,6.795,0,0,0.085,0.035,BA
828,DCP,1,7.445,0,0,0.255,0.04,BA
829,DCP,1,8.4,0,0.195,0.735,0.01,MA
830,DCP,1,10.1,0,0,0.15,0.04,BA
831,DCP,1,11.775,0,0,0.785,0.08,MA
832,DCP,1,6.755,0,0,0.4,0.04,MA
833,DCP,1,7.175,0,0,0.54,0.06,MA
834,DCP,1,9,0,0.31,0.87,0.025,MA
835,DCP,1,7.395,0,0,0.085,0.07,BA
836,DCP,1,6.7,0,0.165,0.065,0.055,BA
837,DCP,1,6.4,0,0,0.045,0.015,BA
838,DCP,1,8.02,0,0,0.05,0.07,BA
839,DCP,1,6.7,0,0.145,0.05,0.005,BA
840,DCP,1,7.53,0,0,0.07,0.05,BA
841,DCP,1,8.6,0,1.655,0.425,0.02,MA
842,DCP,1,9.795,0,0.27,1.6,0.12,MA
843,DCP,1,6.825,0,0.125,0.18,0.015,BA
844,DCP,1,6.3,0,0.48,0.075,0.055,MA
845,DCP,1,6.5,0,0.32,0.09,0,BA
846,DCP,1,8.71,0,0.375,0.215,0.015,BA
847,DCP,1,9.365,0,0.33,0.34,0.02,BA
848,DCP,1,8.565,0,0.29,0.415,0.02,MA
849,DCP,1,8.345,0,0,0.745,0.075,MA
850,DCP,1,6.9,0,0.175,0.375,0.03,MA
851,DCP,1,7.855,0,0,0.11,0,BA
852,DCP,1,7.62,0,0,0.105,0,BA
853,DCP,1,4.975,0,0,0.06,0.07,BA
854,DCP,1,6.315,0,0,0.115,0.01,BA
855,DCP,1,5.7,0,0,0.045,0.005,BA
856,DCP,1,8,0,0.25,0.415,0.045,MA
857,DCP,1,7.12,0,0,0.095,0.055,BA
858,DCP,1,8.67,0,0,0.08,0.03,BA
859,DCP,1,6.71,0,0.21,0.27,0.02,MA
860,DCP,1,5.69,0,0,0.205,0.025,BA
861,DCP,1,7.71,0,0,0.18,0.1,BA
862,DCP,1,8.675,0,0,0.125,0.025,BA
863,DCP,1,9.6,0,0.325,0.81,0.05,MA
864,DCP,1,7.9,0,0.19,0.09,0.06,BA
865,DCP,1,9.305,0,0.14,0.91,0,MA
866,DCP,1,10.06,0,0.41,0.535,0.05,MA
867,DCP,1,8.515,0,0.245,0.505,0.03,MA
868,DCP,1,13.03,0,0.32,0.84,0.055,MA
869,DCP,1,8.44,0,0.345,0.37,0.02,MA
870,DCP,1,7.035,0,0.19,0.12,0.025,BA
871,DCP,1,6.895,0,0,0.105,0.075,BA
872,DCP,1,8.55,0,0.27,0.2,0.005,BA
873,DCP,1,7.385,0,0.065,0.07,0.01,BA
874,DCP,1,10.55,0,0,0.815,0.085,MA
875,DCP,1,9.45,0,0.485,0.865,0.025,MA
876,DCP,1,8.315,0,0.125,0.08,0.015,BA
877,DCP,1,5.655,0,0,0.07,0.035,BA
878,DCP,1,7.255,0,0.275,0.105,0.075,BA
879,DCP,1,9.265,0,0.245,1.1,0.06,MA
880,DCP,1,10.875,0,0.295,1.2,0.09,MA
881,DCP,1,8.785,0,0.485,1.105,0.035,MA
882,DCP,1,9.705,0,0.255,1.335,0.065,MA
883,DCP,1,6.4,0,0.11,1.065,0.05,MA
884,DCP,1,8.57,0,0.18,0.095,0.02,BA
885,DCP,1,8.835,0,0,0.28,0.025,BA
886,DCP,1,7.43,0,0.225,0.14,0.025,BA
887,DCP,1,5.765,0,0.325,0.045,0.075,MA
888,DCP,1,6.29,0,0.34,0.045,0.05,MA
889,DCP,1,8.11,0,0.245,0.85,0.045,MA
890,DCP,1,7.355,0,0.475,1.325,0.045,MA
891,DCP,1,9.67,0,0.25,0.8,0.05,MA
892,DCP,1,9.435,0,0.095,1.295,0.085,MA
893,DCP,1,9.82,0,0.415,0.88,0.075,MA
894,DCP,1,10.255,0,0.3,1.505,0.025,MA
895,DCP,1,12.1,0,1.05,0.1,0.02,MA
896,DCP,1,13.605,0,1.035,0.08,0.05,MA
897,DCP,1,7.235,0,0.235,0.18,0.035,BA
898,DCP,1,6.985,0,0.12,0.625,0.12,MA
899,DCP,1,7.545,0,0.2,0.325,0.015,MA
900,DCP,1,6.705,0,0.08,0.42,0.105,MA
901,DCP,1,6.145,0,0.32,0.25,0.01,MA
902,DCP,1,7.605,0,0.16,0.265,0.03,BA
903,DCP,1,7.445,0,0.19,0.31,0.025,MA
904,DCP,1,7.79,0,0.2,0.29,0.045,MA
905,DCP,3,8.15,0,0.34,0.55,0.145,MA
906,DCP,3,8.155,0,0.405,1.09,0.11,MA
907,DCP,3,7.855,0,0.15,0.695,0.085,MA
908,DCP,3,6.5,0,0.435,1.03,0.01,MA
909,DCP,3,6.4,0,0.195,1.92,0.085,MA
910,DCP,3,8.745,0,0.765,0.3,0,MA
911,DCP,3,7.93,0,0.4,0.625,0.11,MA
912,DCP,3,7.3,0,0.32,0.75,0.04,MA
913,DCP,3,6,0,0.095,0.055,0.025,BA
914,DCP,3,9.79,0,0.61,1.14,0.12,MA
915,DCP,3,8.5,0,0.23,0.185,0.05,BA
916,DCP,3,10.2,0,0.58,1.05,0.085,MA
917,DCP,3,6.89,0,0.595,0.26,0.11,MA
918,DCP,3,9.405,0,0.085,0.345,0.05,BA
919,DCP,3,9.4,0,0.565,1.07,0.075,MA
920,DCP,3,6.4,0,0.735,0.81,0.045,MA
921,DCP,3,8.81,0,0.255,0.97,0,MA
922,DCP,3,5.84,0,0.675,0.725,0.095,MA
923,DCP,3,6.98,0,0.37,1.19,0.035,MA
924,DCP,3,7.77,0,1.21,0.055,0.1,MA
925,DCP,3,7.065,0,0.7,1.235,0.095,MA
926,DCP,3,9.3,0,0.54,0.53,0.045,MA
927,DCP,3,9.6,0,0.36,0.655,0.045,MA
928,DCP,3,7,0,0.07,0.095,0.095,BA
929,DCP,3,7.8,0,0.205,0.065,0.055,BA
930,DCP,3,7.325,0,0.365,0.06,0.06,BA
931,DCP,3,7.235,0,0.37,0.07,0.04,BA
932,DCP,3,9.17,0,0.615,0.955,0.065,MA
933,DCP,3,7.505,0,0.23,1.015,0.025,MA
934,DCP,3,9.265,0,0.52,1.915,0.08,MA
935,DCP,3,6.625,0,0.165,0.36,0.02,MA
936,DCP,3,7.8,0,0.335,0.93,0.035,MA
937,DCP,3,10.31,0,0.38,0.745,0.045,MA
938,DCP,3,8.635,0,0.205,0.585,0.025,MA
939,DCP,3,5.01,0,0.13,0.41,0.015,MA
940,DCP,3,6.95,0,0.145,0.91,0.02,MA
941,DCP,3,6.76,0,0.17,0.41,0.025,MA
942,DCP,3,6.155,0,0.31,0.2,0.025,MA
943,DCP,3,8.395,0,0.275,0.49,0.06,MA
944,DCP,3,7.415,0,0.4,0.435,0.05,MA
945,DCP,3,8.47,0,0.11,0.055,0.035,BA
946,DCP,3,5.705,0,0,0.055,0.155,BA
947,DCP,3,6.085,0,0,0.09,0.055,BA
948,DCP,3,7.545,0,0,0.065,0,BA
949,DCP,3,6.85,0,0.1,0.31,0.04,MA
950,DCP,3,6.605,0,0.22,0.295,0.015,MA
951,DCP,3,7.74,0,0.21,0.305,0.025,BA
952,DCP,3,8.37,0,0.415,0.37,0.035,MA
953,DCP,3,8.7,0,0.28,0.78,0.01,MA
954,DCP,3,7.47,0,0.09,0.605,0.05,MA
955,DCP,3,7.54,0,0,0.6,0.135,MA
956,DCP,3,8.3,0,0.28,0.805,0.015,MA
957,DCP,3,8.545,0,0.115,0.435,0.035,MA
958,DCP,3,7.06,0,0,0.36,0.065,MA
959,DCP,3,8.31,0,0,0.37,0.06,MA
960,DCP,3,9.255,0,0.105,0.47,0.07,MA
961,DCP,3,9.385,0,0.795,0.065,0.005,MA
962,DCP,3,7.49,0,0.255,0.16,0.015,BA
963,DCP,3,7.14,0,0.295,0.14,0.01,BA
964,DCP,1,5.4,0,0,0.065,0.035,BA
965,DCP,1,5.98,0,0,0.12,0.02,BA
966,DCP,1,6.685,0,0,0.125,0.055,BA
967,DCP,1,5.865,0,0,0.1,0.025,BA
968,DCP,1,7.52,0,0,0.045,0.045,BA
969,DCP,1,7.45,0,0.225,0.0955,0.0045,BA
970,DCP,1,7.58,0,0,0.05,0.05,BA
971,DCP,1,6.825,0,0.085,0.065,0.05,BA
972,DCP,1,8.92,0,0.39,0.385,0.045,MA
973,DCP,1,8.11,0,0.47,0.36,0.03,MA
974,DCP,1,6.075,0,0.33,0.185,0.045,MA
975,DCP,1,9.275,0,0.565,0.255,0.025,MA
976,DCP,1,8.02,0,0.12,0.215,0.01,BA
977,DCP,1,7.87,0,0.18,0.115,0.02,BA
978,DCP,1,6.5,0,0.205,0.21,0.045,BA
979,DCP,1,8.395,0,0,0.345,0.01,MA
980,DCP,1,8.765,0,0,0.32,0.045,BA
981,DCP,1,8.25,0,0,0.185,0.025,BA
982,DCP,1,6.756,0,0,0.185,0.004,BA
983,DCP,1,7.425,0,0,0.245,0.02,BA
984,DCP,1,5.735,0,0.11,0.29,0.03,MA
985,DCP,1,7.675,0,0.44,0.335,0.025,MA
986,DCP,1,7.365,0,0.12,0.52,0.03,MA
987,DCP,1,6.155,0,0.12,0.47,0.02,MA
